descArea,codRisco,idMtzRisco,descricao,a_sistema,gau_de_risco,bgcolor,fgcolor,ProcessoPri,programas,processoSec,programasSec
Vendas,SODPD01,16,"O usuário pode criar um cliente e depois enviar pagamentos contra o cliente. O usuário pode criar um cliente e entregar bens para esse cliente, apropriando-se assim de bens. O usuário pode criar um cliente fictício e depois enviar faturas ao cliente. O usuário pode criar um cliente fictício e emitir uma nota de crédito para o cliente.",D,ALTO,#ff0000,#000000,"Cadastrar Cliente","bas_cliente_fin | bas_cliente_lib_pedido | bas_cliente_negoc_titulos | bas_cliente_novo | bas_pessoa_fisic | bas_pessoa_jurid_tec | bas_unid_negoc | cd0704 | cd1510 | pd0507","Permissão de Usuários Vendas",cd0821
Vendas,SODPD02,17,"O usuário pode alterar o limite de crédito do cliente, gerando assim faturamento com valores superiores ao valor permitido pelo departamento de análise de crédito.",D,ALTO,#ff0000,#000000,"Manutenção de Crédito de Clientes","cm0101 | cm0102 | cm0202","Cadastrar Cliente","bas_cliente_fin | bas_cliente_lib_pedido | bas_cliente_negoc_titulos | bas_cliente_novo | bas_pessoa_fisic | bas_pessoa_jurid_tec | bas_unid_negoc | cd0704 | cd1510 | pd0507"
Vendas,SODPD02,17,"O usuário pode alterar o limite de crédito do cliente, gerando assim faturamento com valores superiores ao valor permitido pelo departamento de análise de crédito.",D,ALTO,#ff0000,#000000,"Manutenção de Crédito de Clientes","cm0101 | cm0102 | cm0202","Permissão de usários Crédito",cd4600
Vendas,SODPD02,17,"O usuário pode alterar o limite de crédito do cliente, gerando assim faturamento com valores superiores ao valor permitido pelo departamento de análise de crédito.",D,MEDIO,#FF8C00,#FFFF,"Manutenção de Crédito de Clientes","cm0101 | cm0102 | cm0202","Solicitar Venda",pd4000
Vendas,SODPD02,17,"O usuário pode alterar o limite de crédito do cliente, gerando assim faturamento com valores superiores ao valor permitido pelo departamento de análise de crédito.",D,ALTO,#ff0000,#000000,"Manutenção de Crédito de Clientes","cm0101 | cm0102 | cm0202","Aprovar Venda","cd0203 | cm0201 | cm0202"
Vendas,SODPD02,17,"O usuário pode alterar o limite de crédito do cliente, gerando assim faturamento com valores superiores ao valor permitido pelo departamento de análise de crédito.",D,ALTO,#ff0000,#000000,"Manutenção de Crédito de Clientes","cm0101 | cm0102 | cm0202","Alterar perfis de acesso para o Faturamento",cd0821
Vendas,SODPD02,17,"O usuário pode alterar o limite de crédito do cliente, gerando assim faturamento com valores superiores ao valor permitido pelo departamento de análise de crédito.",D,ALTO,#ff0000,#000000,"Manutenção de Crédito de Clientes","cm0101 | cm0102 | cm0202","Aprovar alterações de perfil de acesso para o faturamento",cd0821
Vendas,SODPD02,17,"O usuário pode alterar o limite de crédito do cliente, gerando assim faturamento com valores superiores ao valor permitido pelo departamento de análise de crédito.",D,ALTO,#ff0000,#000000,"Manutenção de Crédito de Clientes","cm0101 | cm0102 | cm0202","Faturar pedido de venda","eq0503 | eq0504 | eq0505 | eq0506 | eq0508 | ft0502 | ft0518 | ft2200 | ft4001 | ft4002 | ft4003"
Vendas,SODPD02,17,"O usuário pode alterar o limite de crédito do cliente, gerando assim faturamento com valores superiores ao valor permitido pelo departamento de análise de crédito.",D,MEDIO,#FF8C00,#FFFF,"Manutenção de Crédito de Clientes","cm0101 | cm0102 | cm0202","Integração Com o Contas a Receber",ft0603
Vendas,SODPD02,17,"O usuário pode alterar o limite de crédito do cliente, gerando assim faturamento com valores superiores ao valor permitido pelo departamento de análise de crédito.",D,ALTO,#ff0000,#000000,"Manutenção de Crédito de Clientes","cm0101 | cm0102 | cm0202","Registrar Título / Adiantamento",bas_lote_impl_tit_acr
Vendas,SODPD02,17,"O usuário pode alterar o limite de crédito do cliente, gerando assim faturamento com valores superiores ao valor permitido pelo departamento de análise de crédito.",D,MEDIO,#FF8C00,#FFFF,"Manutenção de Crédito de Clientes","cm0101 | cm0102 | cm0202","Alteração de Valor Títulos",bas_tit_acr_alteracao
Vendas,SODPD02,17,"O usuário pode alterar o limite de crédito do cliente, gerando assim faturamento com valores superiores ao valor permitido pelo departamento de análise de crédito.",D,MEDIO,#FF8C00,#FFFF,"Manutenção de Crédito de Clientes","cm0101 | cm0102 | cm0202","Liquidação Títulos Recebimento",bas_lote_liquidac_acr
Vendas,SODPD02,17,"O usuário pode alterar o limite de crédito do cliente, gerando assim faturamento com valores superiores ao valor permitido pelo departamento de análise de crédito.",D,MEDIO,#FF8C00,#FFFF,"Manutenção de Crédito de Clientes","cm0101 | cm0102 | cm0202","Cancelamento de Títulos",bas_tit_acr_estorno
Vendas,SODPD02,17,"O usuário pode alterar o limite de crédito do cliente, gerando assim faturamento com valores superiores ao valor permitido pelo departamento de análise de crédito.",D,ALTO,#ff0000,#000000,"Manutenção de Crédito de Clientes","cm0101 | cm0102 | cm0202","Permissão para Inclusão/Alteração/Baixa/Cancelamento",bas_usuar_financ_estab_acr
Vendas,SODPD02,17,"O usuário pode alterar o limite de crédito do cliente, gerando assim faturamento com valores superiores ao valor permitido pelo departamento de análise de crédito.",D,ALTO,#ff0000,#000000,"Manutenção de Crédito de Clientes","cm0101 | cm0102 | cm0202","Permissão de Usuários Vendas",cd0821
Vendas,SODPD03,18,"O usuário pode alterar o limite de crédito do cliente, gerando assim faturamento com valores superiores ao valor permitido pelo departamento de análise de crédito.",D,ALTO,#ff0000,#000000,"Permissão de usários Crédito",cd4600,"Cadastrar Cliente","bas_cliente_fin | bas_cliente_lib_pedido | bas_cliente_negoc_titulos | bas_cliente_novo | bas_pessoa_fisic | bas_pessoa_jurid_tec | bas_unid_negoc | cd0704 | cd1510 | pd0507"
Vendas,SODPD03,18,"O usuário pode alterar o limite de crédito do cliente, gerando assim faturamento com valores superiores ao valor permitido pelo departamento de análise de crédito.",D,ALTO,#ff0000,#000000,"Permissão de usários Crédito",cd4600,"Manutenção de Crédito de Clientes","cm0101 | cm0102 | cm0202"
Vendas,SODPD03,18,"O usuário pode alterar o limite de crédito do cliente, gerando assim faturamento com valores superiores ao valor permitido pelo departamento de análise de crédito.",D,MEDIO,#FF8C00,#FFFF,"Permissão de usários Crédito",cd4600,"Solicitar Venda",pd4000
Vendas,SODPD03,18,"O usuário pode alterar o limite de crédito do cliente, gerando assim faturamento com valores superiores ao valor permitido pelo departamento de análise de crédito.",D,ALTO,#ff0000,#000000,"Permissão de usários Crédito",cd4600,"Aprovar Venda","cd0203 | cm0201 | cm0202"
Vendas,SODPD03,18,"O usuário pode alterar o limite de crédito do cliente, gerando assim faturamento com valores superiores ao valor permitido pelo departamento de análise de crédito.",D,ALTO,#ff0000,#000000,"Permissão de usários Crédito",cd4600,"Alterar perfis de acesso para o Faturamento",cd0821
Vendas,SODPD03,18,"O usuário pode alterar o limite de crédito do cliente, gerando assim faturamento com valores superiores ao valor permitido pelo departamento de análise de crédito.",D,ALTO,#ff0000,#000000,"Permissão de usários Crédito",cd4600,"Aprovar alterações de perfil de acesso para o faturamento",cd0821
Vendas,SODPD03,18,"O usuário pode alterar o limite de crédito do cliente, gerando assim faturamento com valores superiores ao valor permitido pelo departamento de análise de crédito.",D,ALTO,#ff0000,#000000,"Permissão de usários Crédito",cd4600,"Faturar pedido de venda","eq0503 | eq0504 | eq0505 | eq0506 | eq0508 | ft0502 | ft0518 | ft2200 | ft4001 | ft4002 | ft4003"
Vendas,SODPD03,18,"O usuário pode alterar o limite de crédito do cliente, gerando assim faturamento com valores superiores ao valor permitido pelo departamento de análise de crédito.",D,MEDIO,#FF8C00,#FFFF,"Permissão de usários Crédito",cd4600,"Integração Com o Contas a Receber",ft0603
Vendas,SODPD03,18,"O usuário pode alterar o limite de crédito do cliente, gerando assim faturamento com valores superiores ao valor permitido pelo departamento de análise de crédito.",D,ALTO,#ff0000,#000000,"Permissão de usários Crédito",cd4600,"Registrar Título / Adiantamento",bas_lote_impl_tit_acr
Vendas,SODPD03,18,"O usuário pode alterar o limite de crédito do cliente, gerando assim faturamento com valores superiores ao valor permitido pelo departamento de análise de crédito.",D,MEDIO,#FF8C00,#FFFF,"Permissão de usários Crédito",cd4600,"Alteração de Valor Títulos",bas_tit_acr_alteracao
Vendas,SODPD03,18,"O usuário pode alterar o limite de crédito do cliente, gerando assim faturamento com valores superiores ao valor permitido pelo departamento de análise de crédito.",D,MEDIO,#FF8C00,#FFFF,"Permissão de usários Crédito",cd4600,"Liquidação Títulos Recebimento",bas_lote_liquidac_acr
Vendas,SODPD03,18,"O usuário pode alterar o limite de crédito do cliente, gerando assim faturamento com valores superiores ao valor permitido pelo departamento de análise de crédito.",D,MEDIO,#FF8C00,#FFFF,"Permissão de usários Crédito",cd4600,"Cancelamento de Títulos",bas_tit_acr_estorno
Vendas,SODPD03,18,"O usuário pode alterar o limite de crédito do cliente, gerando assim faturamento com valores superiores ao valor permitido pelo departamento de análise de crédito.",D,ALTO,#ff0000,#000000,"Permissão de usários Crédito",cd4600,"Permissão para Inclusão/Alteração/Baixa/Cancelamento",bas_usuar_financ_estab_acr
Vendas,SODPD03,18,"O usuário pode alterar o limite de crédito do cliente, gerando assim faturamento com valores superiores ao valor permitido pelo departamento de análise de crédito.",D,ALTO,#ff0000,#000000,"Permissão de usários Crédito",cd4600,"Permissão de Usuários Vendas",cd0821
Vendas,SODPD04,19,"O usuário pode criar, alterar, excluir, registros assim gerando movimentação financeira inexistente",D,MEDIO,#FF8C00,#FFFF,"Permissão de Usuários Vendas",cd0821,"Manutenção de Crédito de Clientes","cm0101 | cm0102 | cm0202"
Vendas,SODPD04,19,"O usuário pode criar, alterar, excluir, registros assim gerando movimentação financeira inexistente",D,MEDIO,#FF8C00,#FFFF,"Permissão de Usuários Vendas",cd0821,"Permissão de usários Crédito",cd4600
Vendas,SODPD04,19,"O usuário pode criar, alterar, excluir, registros assim gerando movimentação financeira inexistente",D,MEDIO,#FF8C00,#FFFF,"Permissão de Usuários Vendas",cd0821,"Aprovar Venda","cd0203 | cm0201 | cm0202"
Vendas,SODPD04,19,"O usuário pode criar, alterar, excluir, registros assim gerando movimentação financeira inexistente",D,MEDIO,#FF8C00,#FFFF,"Permissão de Usuários Vendas",cd0821,"Registrar Título / Adiantamento",bas_lote_impl_tit_acr
Vendas,SODPD04,19,"O usuário pode criar, alterar, excluir, registros assim gerando movimentação financeira inexistente",D,MEDIO,#FF8C00,#FFFF,"Permissão de Usuários Vendas",cd0821,"Alteração de Valor Títulos",bas_tit_acr_alteracao
Vendas,SODPD04,19,"O usuário pode criar, alterar, excluir, registros assim gerando movimentação financeira inexistente",D,MEDIO,#FF8C00,#FFFF,"Permissão de Usuários Vendas",cd0821,"Liquidação Títulos Recebimento",bas_lote_liquidac_acr
Vendas,SODPD04,19,"O usuário pode criar, alterar, excluir, registros assim gerando movimentação financeira inexistente",D,MEDIO,#FF8C00,#FFFF,"Permissão de Usuários Vendas",cd0821,"Cancelamento de Títulos",bas_tit_acr_estorno
Vendas,SODPD04,19,"O usuário pode criar, alterar, excluir, registros assim gerando movimentação financeira inexistente",D,MEDIO,#FF8C00,#FFFF,"Permissão de Usuários Vendas",cd0821,"Permissão para Inclusão/Alteração/Baixa/Cancelamento",bas_usuar_financ_estab_acr
Vendas,SODPD04,19,"O usuário pode criar, alterar, excluir, registros assim gerando movimentação financeira inexistente",D,BAIXO,#3a309c,#f9f9f9,"Permissão de Usuários Vendas",cd0821,"Cadastrar Cliente","bas_cliente_fin | bas_cliente_lib_pedido | bas_cliente_negoc_titulos | bas_cliente_novo | bas_pessoa_fisic | bas_pessoa_jurid_tec | bas_unid_negoc | cd0704 | cd1510 | pd0507"
Vendas,SODPD04,19,"O usuário pode criar, alterar, excluir, registros assim gerando movimentação financeira inexistente",D,BAIXO,#3a309c,#f9f9f9,"Permissão de Usuários Vendas",cd0821,"Solicitar Venda",pd4000
Vendas,SODPD04,19,"O usuário pode criar, alterar, excluir, registros assim gerando movimentação financeira inexistente",D,BAIXO,#3a309c,#f9f9f9,"Permissão de Usuários Vendas",cd0821,"Alterar perfis de acesso para o Faturamento",cd0821
Vendas,SODPD04,19,"O usuário pode criar, alterar, excluir, registros assim gerando movimentação financeira inexistente",D,BAIXO,#3a309c,#f9f9f9,"Permissão de Usuários Vendas",cd0821,"Aprovar alterações de perfil de acesso para o faturamento",cd0821
Vendas,SODPD04,19,"O usuário pode criar, alterar, excluir, registros assim gerando movimentação financeira inexistente",D,BAIXO,#3a309c,#f9f9f9,"Permissão de Usuários Vendas",cd0821,"Faturar pedido de venda","eq0503 | eq0504 | eq0505 | eq0506 | eq0508 | ft0502 | ft0518 | ft2200 | ft4001 | ft4002 | ft4003"
Vendas,SODPD04,19,"O usuário pode criar, alterar, excluir, registros assim gerando movimentação financeira inexistente",D,BAIXO,#3a309c,#f9f9f9,"Permissão de Usuários Vendas",cd0821,"Integração Com o Contas a Receber",ft0603
Vendas,SODPD05,20,"O Usuário podera incluir venda ficticia, manutenção de preços, condições de pagamentos, inclusão e manutenção de itens a serem faturados.",D,BAIXO,#3a309c,#f9f9f9,"Solicitar Venda",pd4000,"Cadastrar Cliente","bas_cliente_fin | bas_cliente_lib_pedido | bas_cliente_negoc_titulos | bas_cliente_novo | bas_pessoa_fisic | bas_pessoa_jurid_tec | bas_unid_negoc | cd0704 | cd1510 | pd0507"
Vendas,SODPD05,20,"O Usuário podera incluir venda ficticia, manutenção de preços, condições de pagamentos, inclusão e manutenção de itens a serem faturados.",D,BAIXO,#3a309c,#f9f9f9,"Solicitar Venda",pd4000,"Faturar pedido de venda","eq0503 | eq0504 | eq0505 | eq0506 | eq0508 | ft0502 | ft0518 | ft2200 | ft4001 | ft4002 | ft4003"
Vendas,SODPD05,20,"O Usuário podera incluir venda ficticia, manutenção de preços, condições de pagamentos, inclusão e manutenção de itens a serem faturados.",D,BAIXO,#3a309c,#f9f9f9,"Solicitar Venda",pd4000,"Registrar Título / Adiantamento",bas_lote_impl_tit_acr
Vendas,SODPD05,20,"O Usuário podera incluir venda ficticia, manutenção de preços, condições de pagamentos, inclusão e manutenção de itens a serem faturados.",D,ALTO,#ff0000,#000000,"Solicitar Venda",pd4000,"Manutenção de Crédito de Clientes","cm0101 | cm0102 | cm0202"
Vendas,SODPD05,20,"O Usuário podera incluir venda ficticia, manutenção de preços, condições de pagamentos, inclusão e manutenção de itens a serem faturados.",D,ALTO,#ff0000,#000000,"Solicitar Venda",pd4000,"Permissão de usários Crédito",cd4600
Vendas,SODPD05,20,"O Usuário podera incluir venda ficticia, manutenção de preços, condições de pagamentos, inclusão e manutenção de itens a serem faturados.",D,ALTO,#ff0000,#000000,"Solicitar Venda",pd4000,"Aprovar Venda","cd0203 | cm0201 | cm0202"
Vendas,SODPD05,20,"O Usuário podera incluir venda ficticia, manutenção de preços, condições de pagamentos, inclusão e manutenção de itens a serem faturados.",D,ALTO,#ff0000,#000000,"Solicitar Venda",pd4000,"Alterar perfis de acesso para o Faturamento",cd0821
Vendas,SODPD05,20,"O Usuário podera incluir venda ficticia, manutenção de preços, condições de pagamentos, inclusão e manutenção de itens a serem faturados.",D,ALTO,#ff0000,#000000,"Solicitar Venda",pd4000,"Aprovar alterações de perfil de acesso para o faturamento",cd0821
Vendas,SODPD05,20,"O Usuário podera incluir venda ficticia, manutenção de preços, condições de pagamentos, inclusão e manutenção de itens a serem faturados.",D,MEDIO,#FF8C00,#FFFF,"Solicitar Venda",pd4000,"Integração Com o Contas a Receber",ft0603
Vendas,SODPD05,20,"O Usuário podera incluir venda ficticia, manutenção de preços, condições de pagamentos, inclusão e manutenção de itens a serem faturados.",D,MEDIO,#FF8C00,#FFFF,"Solicitar Venda",pd4000,"Alteração de Valor Títulos",bas_tit_acr_alteracao
Vendas,SODPD05,20,"O Usuário podera incluir venda ficticia, manutenção de preços, condições de pagamentos, inclusão e manutenção de itens a serem faturados.",D,MEDIO,#FF8C00,#FFFF,"Solicitar Venda",pd4000,"Liquidação Títulos Recebimento",bas_lote_liquidac_acr
Vendas,SODPD05,20,"O Usuário podera incluir venda ficticia, manutenção de preços, condições de pagamentos, inclusão e manutenção de itens a serem faturados.",D,MEDIO,#FF8C00,#FFFF,"Solicitar Venda",pd4000,"Cancelamento de Títulos",bas_tit_acr_estorno
Vendas,SODPD05,20,"O Usuário podera incluir venda ficticia, manutenção de preços, condições de pagamentos, inclusão e manutenção de itens a serem faturados.",D,ALTO,#ff0000,#000000,"Solicitar Venda",pd4000,"Permissão para Inclusão/Alteração/Baixa/Cancelamento",bas_usuar_financ_estab_acr
Vendas,SODPD05,20,"O Usuário podera incluir venda ficticia, manutenção de preços, condições de pagamentos, inclusão e manutenção de itens a serem faturados.",D,MEDIO,#FF8C00,#FFFF,"Solicitar Venda",pd4000,"Permissão de Usuários Vendas",cd0821
Vendas,SODPD06,21,"O Usuário poderá liberar vendas ficticias",D,ALTO,#ff0000,#000000,"Aprovar Venda","cd0203 | cm0201 | cm0202","Cadastrar Cliente","bas_cliente_fin | bas_cliente_lib_pedido | bas_cliente_negoc_titulos | bas_cliente_novo | bas_pessoa_fisic | bas_pessoa_jurid_tec | bas_unid_negoc | cd0704 | cd1510 | pd0507"
Vendas,SODPD06,21,"O Usuário poderá liberar vendas ficticias",D,ALTO,#ff0000,#000000,"Aprovar Venda","cd0203 | cm0201 | cm0202","Manutenção de Crédito de Clientes","cm0101 | cm0102 | cm0202"
Vendas,SODPD06,21,"O Usuário poderá liberar vendas ficticias",D,ALTO,#ff0000,#000000,"Aprovar Venda","cd0203 | cm0201 | cm0202","Permissão de usários Crédito",cd4600
Vendas,SODPD06,21,"O Usuário poderá liberar vendas ficticias",D,ALTO,#ff0000,#000000,"Aprovar Venda","cd0203 | cm0201 | cm0202","Solicitar Venda",pd4000
Vendas,SODPD06,21,"O Usuário poderá liberar vendas ficticias",D,ALTO,#ff0000,#000000,"Aprovar Venda","cd0203 | cm0201 | cm0202","Alterar perfis de acesso para o Faturamento",cd0821
Vendas,SODPD06,21,"O Usuário poderá liberar vendas ficticias",D,ALTO,#ff0000,#000000,"Aprovar Venda","cd0203 | cm0201 | cm0202","Aprovar alterações de perfil de acesso para o faturamento",cd0821
Vendas,SODPD06,21,"O Usuário poderá liberar vendas ficticias",D,ALTO,#ff0000,#000000,"Aprovar Venda","cd0203 | cm0201 | cm0202","Faturar pedido de venda","eq0503 | eq0504 | eq0505 | eq0506 | eq0508 | ft0502 | ft0518 | ft2200 | ft4001 | ft4002 | ft4003"
Vendas,SODPD06,21,"O Usuário poderá liberar vendas ficticias",D,MEDIO,#FF8C00,#FFFF,"Aprovar Venda","cd0203 | cm0201 | cm0202","Integração Com o Contas a Receber",ft0603
Vendas,SODPD06,21,"O Usuário poderá liberar vendas ficticias",D,ALTO,#ff0000,#000000,"Aprovar Venda","cd0203 | cm0201 | cm0202","Registrar Título / Adiantamento",bas_lote_impl_tit_acr
Vendas,SODPD06,21,"O Usuário poderá liberar vendas ficticias",D,MEDIO,#FF8C00,#FFFF,"Aprovar Venda","cd0203 | cm0201 | cm0202","Alteração de Valor Títulos",bas_tit_acr_alteracao
Vendas,SODPD06,21,"O Usuário poderá liberar vendas ficticias",D,MEDIO,#FF8C00,#FFFF,"Aprovar Venda","cd0203 | cm0201 | cm0202","Liquidação Títulos Recebimento",bas_lote_liquidac_acr
Vendas,SODPD06,21,"O Usuário poderá liberar vendas ficticias",D,MEDIO,#FF8C00,#FFFF,"Aprovar Venda","cd0203 | cm0201 | cm0202","Cancelamento de Títulos",bas_tit_acr_estorno
Vendas,SODPD06,21,"O Usuário poderá liberar vendas ficticias",D,ALTO,#ff0000,#000000,"Aprovar Venda","cd0203 | cm0201 | cm0202","Permissão para Inclusão/Alteração/Baixa/Cancelamento",bas_usuar_financ_estab_acr
Vendas,SODPD06,21,"O Usuário poderá liberar vendas ficticias",D,MEDIO,#FF8C00,#FFFF,"Aprovar Venda","cd0203 | cm0201 | cm0202","Permissão de Usuários Vendas",cd0821
Vendas,SODFT01,22,"O usuário pode criar, alterar, excluir, registros assim gerando movimentação financeira inexistente",D,ALTO,#ff0000,#000000,"Alterar perfis de acesso para o Faturamento",cd0821,"Manutenção de Crédito de Clientes","cm0101 | cm0102 | cm0202"
Vendas,SODFT01,22,"O usuário pode criar, alterar, excluir, registros assim gerando movimentação financeira inexistente",D,ALTO,#ff0000,#000000,"Alterar perfis de acesso para o Faturamento",cd0821,"Permissão de usários Crédito",cd4600
Vendas,SODFT01,22,"O usuário pode criar, alterar, excluir, registros assim gerando movimentação financeira inexistente",D,ALTO,#ff0000,#000000,"Alterar perfis de acesso para o Faturamento",cd0821,"Aprovar Venda","cd0203 | cm0201 | cm0202"
Vendas,SODFT01,22,"O usuário pode criar, alterar, excluir, registros assim gerando movimentação financeira inexistente",D,MEDIO,#FF8C00,#FFFF,"Alterar perfis de acesso para o Faturamento",cd0821,"Alteração de Valor Títulos",bas_tit_acr_alteracao
Vendas,SODFT01,22,"O usuário pode criar, alterar, excluir, registros assim gerando movimentação financeira inexistente",D,MEDIO,#FF8C00,#FFFF,"Alterar perfis de acesso para o Faturamento",cd0821,"Liquidação Títulos Recebimento",bas_lote_liquidac_acr
Vendas,SODFT01,22,"O usuário pode criar, alterar, excluir, registros assim gerando movimentação financeira inexistente",D,MEDIO,#FF8C00,#FFFF,"Alterar perfis de acesso para o Faturamento",cd0821,"Cancelamento de Títulos",bas_tit_acr_estorno
Vendas,SODFT01,22,"O usuário pode criar, alterar, excluir, registros assim gerando movimentação financeira inexistente",D,ALTO,#ff0000,#000000,"Alterar perfis de acesso para o Faturamento",cd0821,"Permissão para Inclusão/Alteração/Baixa/Cancelamento",bas_usuar_financ_estab_acr
Vendas,SODFT01,22,"O usuário pode criar, alterar, excluir, registros assim gerando movimentação financeira inexistente",D,BAIXO,#3a309c,#f9f9f9,"Alterar perfis de acesso para o Faturamento",cd0821,"Cadastrar Cliente","bas_cliente_fin | bas_cliente_lib_pedido | bas_cliente_negoc_titulos | bas_cliente_novo | bas_pessoa_fisic | bas_pessoa_jurid_tec | bas_unid_negoc | cd0704 | cd1510 | pd0507"
Vendas,SODFT01,22,"O usuário pode criar, alterar, excluir, registros assim gerando movimentação financeira inexistente",D,BAIXO,#3a309c,#f9f9f9,"Alterar perfis de acesso para o Faturamento",cd0821,"Solicitar Venda",pd4000
Vendas,SODFT01,22,"O usuário pode criar, alterar, excluir, registros assim gerando movimentação financeira inexistente",D,BAIXO,#3a309c,#f9f9f9,"Alterar perfis de acesso para o Faturamento",cd0821,"Aprovar alterações de perfil de acesso para o faturamento",cd0821
Vendas,SODFT01,22,"O usuário pode criar, alterar, excluir, registros assim gerando movimentação financeira inexistente",D,BAIXO,#3a309c,#f9f9f9,"Alterar perfis de acesso para o Faturamento",cd0821,"Faturar pedido de venda","eq0503 | eq0504 | eq0505 | eq0506 | eq0508 | ft0502 | ft0518 | ft2200 | ft4001 | ft4002 | ft4003"
Vendas,SODFT01,22,"O usuário pode criar, alterar, excluir, registros assim gerando movimentação financeira inexistente",D,BAIXO,#3a309c,#f9f9f9,"Alterar perfis de acesso para o Faturamento",cd0821,"Registrar Título / Adiantamento",bas_lote_impl_tit_acr
Vendas,SODFT01,22,"O usuário pode criar, alterar, excluir, registros assim gerando movimentação financeira inexistente",D,BAIXO,#3a309c,#f9f9f9,"Alterar perfis de acesso para o Faturamento",cd0821,"Integração Com o Contas a Receber",ft0603
Vendas,SODFT01,22,"O usuário pode criar, alterar, excluir, registros assim gerando movimentação financeira inexistente",D,BAIXO,#3a309c,#f9f9f9,"Alterar perfis de acesso para o Faturamento",cd0821,"Permissão de Usuários Vendas",cd0821
Vendas,SODFT02,23,"O usuário pode criar, alterar, excluir, registros assim gerando movimentação financeira inexistente",D,BAIXO,#3a309c,#f9f9f9,"Aprovar alterações de perfil de acesso para o faturamento",cd0821,"Cadastrar Cliente","bas_cliente_fin | bas_cliente_lib_pedido | bas_cliente_negoc_titulos | bas_cliente_novo | bas_pessoa_fisic | bas_pessoa_jurid_tec | bas_unid_negoc | cd0704 | cd1510 | pd0507"
Vendas,SODFT02,23,"O usuário pode criar, alterar, excluir, registros assim gerando movimentação financeira inexistente",D,BAIXO,#3a309c,#f9f9f9,"Aprovar alterações de perfil de acesso para o faturamento",cd0821,"Solicitar Venda",pd4000
Vendas,SODFT02,23,"O usuário pode criar, alterar, excluir, registros assim gerando movimentação financeira inexistente",D,BAIXO,#3a309c,#f9f9f9,"Aprovar alterações de perfil de acesso para o faturamento",cd0821,"Alterar perfis de acesso para o Faturamento",cd0821
Vendas,SODFT02,23,"O usuário pode criar, alterar, excluir, registros assim gerando movimentação financeira inexistente",D,BAIXO,#3a309c,#f9f9f9,"Aprovar alterações de perfil de acesso para o faturamento",cd0821,"Faturar pedido de venda","eq0503 | eq0504 | eq0505 | eq0506 | eq0508 | ft0502 | ft0518 | ft2200 | ft4001 | ft4002 | ft4003"
Vendas,SODFT02,23,"O usuário pode criar, alterar, excluir, registros assim gerando movimentação financeira inexistente",D,BAIXO,#3a309c,#f9f9f9,"Aprovar alterações de perfil de acesso para o faturamento",cd0821,"Integração Com o Contas a Receber",ft0603
Vendas,SODFT02,23,"O usuário pode criar, alterar, excluir, registros assim gerando movimentação financeira inexistente",D,BAIXO,#3a309c,#f9f9f9,"Aprovar alterações de perfil de acesso para o faturamento",cd0821,"Permissão de Usuários Vendas",cd0821
Vendas,SODFT02,23,"O usuário pode criar, alterar, excluir, registros assim gerando movimentação financeira inexistente",D,BAIXO,#3a309c,#f9f9f9,"Aprovar alterações de perfil de acesso para o faturamento",cd0821,"Registrar Título / Adiantamento",bas_lote_impl_tit_acr
Vendas,SODFT02,23,"O usuário pode criar, alterar, excluir, registros assim gerando movimentação financeira inexistente",D,ALTO,#ff0000,#000000,"Aprovar alterações de perfil de acesso para o faturamento",cd0821,"Manutenção de Crédito de Clientes","cm0101 | cm0102 | cm0202"
Vendas,SODFT02,23,"O usuário pode criar, alterar, excluir, registros assim gerando movimentação financeira inexistente",D,ALTO,#ff0000,#000000,"Aprovar alterações de perfil de acesso para o faturamento",cd0821,"Permissão de usários Crédito",cd4600
Vendas,SODFT02,23,"O usuário pode criar, alterar, excluir, registros assim gerando movimentação financeira inexistente",D,ALTO,#ff0000,#000000,"Aprovar alterações de perfil de acesso para o faturamento",cd0821,"Aprovar Venda","cd0203 | cm0201 | cm0202"
Vendas,SODFT02,23,"O usuário pode criar, alterar, excluir, registros assim gerando movimentação financeira inexistente",D,MEDIO,#FF8C00,#FFFF,"Aprovar alterações de perfil de acesso para o faturamento",cd0821,"Alteração de Valor Títulos",bas_tit_acr_alteracao
Vendas,SODFT02,23,"O usuário pode criar, alterar, excluir, registros assim gerando movimentação financeira inexistente",D,MEDIO,#FF8C00,#FFFF,"Aprovar alterações de perfil de acesso para o faturamento",cd0821,"Liquidação Títulos Recebimento",bas_lote_liquidac_acr
Vendas,SODFT02,23,"O usuário pode criar, alterar, excluir, registros assim gerando movimentação financeira inexistente",D,MEDIO,#FF8C00,#FFFF,"Aprovar alterações de perfil de acesso para o faturamento",cd0821,"Cancelamento de Títulos",bas_tit_acr_estorno
Vendas,SODFT02,23,"O usuário pode criar, alterar, excluir, registros assim gerando movimentação financeira inexistente",D,ALTO,#ff0000,#000000,"Aprovar alterações de perfil de acesso para o faturamento",cd0821,"Permissão para Inclusão/Alteração/Baixa/Cancelamento",bas_usuar_financ_estab_acr
